episode,reward,avg reward,tiles,avg tiles,completed,avg completed,epsilon
345,-33.89798984564033,-51.27871685926621,22,13.17,,,0.5846441666666666
346,-30.045917272024507,-50.833353521494,32,13.36,,,0.5842546666666666
347,-82.6464586467359,-51.22115309631869,12,13.41,,,0.5828264999999999
348,-45.13934771906196,-51.38303157098238,14,13.52,,,0.5822628333333333
349,-80.14482398023856,-51.817437859017744,24,13.7,,,0.5813935833333334
350,-28.01047742064987,-51.402756578003206,20,13.81,,,0.5807681666666666
351,-26.841340412315823,-51.389442297720194,13,13.73,,,0.5802425
352,-59.190259855624035,-51.648555307860086,50,14.18,,,0.5786591666666667
353,-37.15300510829535,-51.49246117297265,22,14.31,,,0.57831875
354,-54.389634810904596,-51.5776585762048,4,14.29,,,0.5776632500000001
355,-30.11852801775973,-50.966713961264816,18,14.26,,,0.5773165
356,-31.382604768342514,-50.97996225548592,8,14.08,,,0.5768763333333333
357,-47.24011174159633,-50.890509028301985,3,13.93,,,0.57637125
358,-46.422267115811756,-50.8084883118312,17,13.94,,,0.5757363333333334
359,-79.6206232003596,-51.34155354647816,18,13.7,,,0.5741529999999999
360,-62.84223046578678,-51.6607113018565,13,13.68,,,0.57321725
361,-62.11839717708705,-51.86934359592051,15,13.75,,,0.5722973333333333
362,-32.96965664155828,-51.670525180210625,25,13.95,,,0.5717273333333333
363,-33.30278071304675,-51.15360146045812,26,14.06,,,0.5705715
364,-40.95991564162082,-51.225339480141265,8,14.09,,,0.569821
365,-29.558255467553064,-51.01732254572417,19,14.19,,,0.5690705
366,-42.38798116622374,-50.653554199524166,23,14.25,,,0.56857175
367,-55.276992594262765,-50.246324125466806,11,14.32,,,0.5677705833333333
368,-78.64128946643558,-50.5657721623763,11,14.31,,,0.566515
369,-36.187605485964404,-50.454687307518206,11,14.39,,,0.5660099166666667
370,-23.61492876370878,-50.256959482497244,38,14.74,,,0.5654794999999999
371,-53.63987953103848,-50.31823215745441,47,15.13,,,0.5645754166666667
372,-57.32733683588577,-50.46975743526227,31,15.4,,,0.5629920833333333
373,-65.40568935215103,-50.5656883381525,34,15.59,,,0.56140875
374,-47.588435898322835,-50.6713896875785,3,15.52,,,0.5609005
375,-76.53861669543741,-50.812775854532866,22,15.68,,,0.5593171666666666
